"";"Rk";"Player";"Age";"Pos";"Tm";"G";"GS";"MP";"FG";"FGA";"FG.";"T3P";"T3PA";"T3P.";"T2P";"T2PA";"T2P.";"eFG.";"FT";"FTA";"FT.";"ORB";"DRB";"TRB";"AST";"STL";"BLK";"TOV";"PF";"PTS";"FP";"FPM"
"1";1;"Alex Abrines";23;"SG";"OKC";68;6;1055;134;341;0,392961876832845;94;247;0,380566801619433;40;94;0,425531914893617;0,530791788856305;44;49;0,897959183673469;18;68;86;40;37;8;33;114;406;499;0,472985781990521
"2";2;"Quincy Acy";26;"PF";"DAL, BRK";38;1;558;70;170;0,411764705882353;37;90;0,411111111111111;33;80;0,4125;0,520588235294118;45;60;0,75;20;95;115;18;14;15;21;67;222;341,5;0,612007168458781
"3";3;"Steven Adams";23;"C";"OKC";80;80;2389;374;655;0,570992366412214;0;1;0;374;654;0,571865443425077;0,570992366412214;157;257;0,610894941634241;281;332;613;86;89;78;146;195;905;1682;0,70406027626622
"4";4;"Arron Afflalo";31;"SG";"SAC";61;45;1580;185;420;0,44047619047619;62;151;0,410596026490066;123;269;0,45724907063197;0,514285714285714;83;93;0,89247311827957;9;116;125;78;21;6;42;104;515;648;0,410126582278481
"5";5;"Alexis Ajinca";28;"C";"NOP";39;15;584;89;178;0,5;0;4;0;89;174;0,511494252873563;0,5;29;40;0,725;46;131;177;12;20;22;31;77;207;403;0,690068493150685
"6";6;"Cole Aldrich";28;"C";"MIN";62;0;531;45;86;0,523255813953488;0;0;NA;45;86;0,523255813953488;0,523255813953488;15;22;0,681818181818182;51;107;158;25;25;23;17;85;105;376,5;0,709039548022599
"7";7;"LaMarcus Aldridge";31;"PF";"SAS";72;72;2335;500;1049;0,476644423260248;23;56;0,410714285714286;477;993;0,48036253776435;0,487607244995234;220;271;0,811808118081181;172;351;523;139;46;88;98;158;1243;1902;0,814561027837259
"8";8;"Lavoy Allen";27;"PF";"IND";61;5;871;77;168;0,458333333333333;0;1;0;77;167;0,461077844311377;0,458333333333333;23;33;0,696969696969697;105;114;219;57;18;24;29;78;177;538;0,617680826636051
"9";9;"Tony Allen";35;"SG";"MEM";71;66;1914;274;595;0,460504201680672;15;54;0,277777777777778;259;541;0,478743068391867;0,473109243697479;80;130;0,615384615384615;166;225;391;98;115;29;100;178;643;1215,5;0,635057471264368
"10";10;"Al-Farouq Aminu";26;"SF";"POR";61;25;1773;183;466;0,392703862660944;70;212;0,330188679245283;113;254;0,44488188976378;0,467811158798283;96;136;0,705882352941177;77;374;451;99;60;44;94;102;532;1078;0,608009024252679
"11";11;"Chris Andersen";38;"C";"CLE";12;0;114;9;22;0,409090909090909;0;3;0;9;19;0,473684210526316;0,409090909090909;10;14;0,714285714285714;9;22;31;5;5;7;5;20;28;79;0,692982456140351
"12";12;"Alan Anderson";34;"SF";"LAC";30;0;308;30;80;0,375;14;44;0,318181818181818;16;36;0,444444444444444;0,4625;12;16;0,75;3;21;24;11;3;0;7;35;86;98,5;0,319805194805195
"13";13;"Justin Anderson";23;"SF";"DAL, PHI";75;10;1228;186;439;0,42369020501139;58;194;0,298969072164948;128;245;0,522448979591837;0,489749430523918;102;129;0,790697674418605;69;176;245;66;41;23;66;109;532;799,5;0,651058631921824
"14";14;"Kyle Anderson";23;"SG";"SAS";72;14;1020;93;209;0,444976076555024;15;40;0,375;78;169;0,461538461538462;0,480861244019139;45;57;0,789473684210526;33;175;208;91;51;26;39;63;246;664,5;0,651470588235294
"15";15;"Ryan Anderson";28;"PF";"HOU";72;72;2116;323;773;0,417852522639069;204;506;0,403162055335968;119;267;0,445692883895131;0,54980595084088;129;150;0,86;112;218;330;68;31;14;55;142;979;1245,5;0,588610586011342
"16";16;"Giannis Antetokounmpo";22;"SF";"MIL";80;80;2845;656;1259;0,521048451151708;49;180;0,272222222222222;607;1079;0,562557924003707;0,540508339952343;471;612;0,769607843137255;142;558;700;434;131;151;234;246;1832;3195;1,12302284710018
"17";17;"Carmelo Anthony";32;"SF";"NYK";74;74;2538;602;1389;0,433405327573794;151;421;0,358669833729216;451;968;0,465909090909091;0,48776097912167;304;365;0,832876712328767;62;376;438;213;60;34;153;198;1659;2012;0,792750197005516
"18";18;"Joel Anthony";34;"C";"SAS";19;0;122;10;16;0,625;0;0;NA;10;16;0,625;0,625;5;8;0,625;8;23;31;3;2;6;4;11;25;69,5;0,569672131147541
"19";19;"Trevor Ariza";31;"SF";"HOU";80;80;2773;326;798;0,408521303258145;191;555;0,344144144144144;135;243;0,555555555555556;0,528195488721805;93;126;0,738095238095238;54;404;458;175;147;20;73;133;936;1706,5;0,615398485394879
"20";20;"Darrell Arthur";28;"PF";"DEN";41;7;639;95;215;0,441860465116279;53;117;0,452991452991453;42;98;0,428571428571429;0,565116279069767;19;22;0,863636363636364;25;87;112;42;19;21;36;76;262;417;0,652582159624413
"21";21;"Omer Asik";30;"C";"NOP";31;19;482;31;65;0,476923076923077;0;0;NA;31;65;0,476923076923077;0,476923076923077;23;39;0,58974358974359;48;115;163;15;5;10;14;51;85;279;0,578838174273859
"22";22;"D.J. Augustin";29;"PG";"ORL";78;20;1538;195;517;0,377176015473888;95;274;0,346715328467153;100;243;0,411522633744856;0,469052224371373;131;161;0,813664596273292;15;102;117;209;31;1;90;101;616;866,5;0,563394018205462
"23";23;"Luke Babbitt";27;"SF";"MIA";68;55;1065;113;281;0,402135231316726;87;210;0,414285714285714;26;71;0,366197183098592;0,556939501779359;11;15;0,733333333333333;12;129;141;36;20;11;25;118;324;469;0,44037558685446
"24";24;"Ron Baker";23;"SG";"NYK";52;13;857;82;217;0,377880184331797;23;86;0,267441860465116;59;131;0,450381679389313;0,430875576036866;28;43;0,651162790697674;12;86;98;107;34;8;56;74;215;430;0,501750291715286
"25";25;"Wade Baldwin";20;"PG";"MEM";33;1;405;36;115;0,31304347826087;3;22;0,136363636363636;33;93;0,354838709677419;0,326086956521739;31;37;0,837837837837838;11;35;46;61;18;7;39;40;106;209;0,516049382716049
"26";26;"Leandro Barbosa";34;"SG";"PHO";67;0;963;172;392;0,438775510204082;35;98;0,357142857142857;137;294;0,465986394557823;0,483418367346939;40;45;0,888888888888889;15;89;104;81;31;8;48;82;419;562;0,583592938733126
"27";27;"J.J. Barea";32;"PG";"DAL";35;6;771;142;343;0,41399416909621;53;148;0,358108108108108;89;195;0,456410256410256;0,491253644314869;44;51;0,862745098039216;9;75;84;193;14;1;63;30;381;655,5;0,850194552529183
"28";28;"Harrison Barnes";24;"PF";"DAL";79;79;2803;599;1280;0,46796875;78;222;0,351351351351351;521;1058;0,492438563327032;0,4984375;242;281;0,861209964412811;93;301;394;116;65;15;102;128;1518;1786,5;0,637352836246878
"29";29;"Matt Barnes";36;"SF";"SAC, GSW";74;18;1777;185;473;0,391120507399577;87;263;0,330798479087452;98;210;0,466666666666667;0,483086680761099;70;89;0,786516853932584;70;314;384;195;48;26;107;185;527;1116,5;0,628306133933596
"30";30;"Will Barton";26;"SG";"DEN";60;19;1705;295;666;0,442942942942943;87;235;0,370212765957447;208;431;0,482598607888631;0,508258258258258;143;190;0,752631578947368;58;201;259;206;48;28;97;110;820;1269;0,744281524926686
"31";31;"Brandon Bass";31;"PF";"LAC";52;0;577;107;186;0,575268817204301;1;3;0,333333333333333;106;183;0,579234972677596;0,577956989247312;77;88;0,875;43;86;129;21;14;11;29;45;292;431,5;0,747833622183709
"32";32;"Nicolas Batum";28;"SG";"CHO";77;77;2617;393;975;0,403076923076923;135;405;0,333333333333333;258;570;0,452631578947368;0,472307692307692;243;284;0,855633802816901;46;435;481;456;86;29;194;109;1164;2110,5;0,80645777607948
"33";33;"Jerryd Bayless";28;"PG";"PHI";3;1;71;11;32;0,34375;2;5;0,4;9;27;0,333333333333333;0,375;9;10;0,9;3;9;12;13;0;0;9;4;33;43,5;0,612676056338028
"34";34;"Aron Baynes";30;"C";"DET";75;2;1163;143;279;0,512544802867383;0;0;NA;143;279;0,512544802867383;0,512544802867383;79;94;0,840425531914894;111;222;333;32;17;39;50;166;365;754;0,648323301805675
"35";35;"Kent Bazemore";27;"SF";"ATL";73;64;1963;295;721;0,409153952843273;92;266;0,345864661654135;203;455;0,446153846153846;0,472954230235784;119;168;0,708333333333333;45;186;231;177;91;52;125;165;801;1207;0,614875191034131
"36";36;"Bradley Beal";23;"SG";"WAS";77;77;2684;637;1322;0,481845688350983;223;552;0,403985507246377;414;770;0,537662337662338;0,566187594553706;282;342;0,824561403508772;53;187;240;267;83;21;156;169;1779;2103;0,783532041728763
"37";37;"Malik Beasley";20;"SG";"DEN";22;1;165;33;73;0,452054794520548;9;28;0,321428571428571;24;45;0,533333333333333;0,513698630136986;8;10;0,8;5;12;17;11;7;0;8;10;83;101,5;0,615151515151515
"38";38;"Michael Beasley";28;"PF";"MIL";56;6;935;216;406;0,532019704433498;18;43;0,418604651162791;198;363;0,545454545454545;0,554187192118227;78;105;0,742857142857143;40;153;193;53;27;27;66;92;528;714,5;0,764171122994652
"39";39;"Marco Belinelli";30;"SG";"CHO";74;0;1778;264;615;0,429268292682927;102;283;0,360424028268551;162;332;0,487951807228916;0,51219512195122;150;168;0,892857142857143;14;164;178;147;44;9;70;90;780;1040,5;0,585208098987627
"40";40;"DeAndre' Bembry";22;"SF";"ATL";38;1;371;47;98;0,479591836734694;1;18;0,0555555555555556;46;80;0,575;0,48469387755102;6;16;0,375;14;45;59;28;8;5;16;21;101;186,5;0,502695417789757
"41";41;"Dragan Bender";19;"PF";"PHO";43;0;574;57;161;0,354037267080745;28;101;0,277227722772277;29;60;0,483333333333333;0,440993788819876;4;11;0,363636363636364;23;80;103;23;10;22;32;74;146;251;0,437282229965157
"42";42;"Anthony Bennett";23;"PF";"BRK";23;1;264;38;92;0,41304347826087;13;48;0,270833333333333;25;44;0,568181818181818;0,483695652173913;26;36;0,722222222222222;25;53;78;12;5;3;12;18;115;189,5;0,71780303030303
"43";43;"Ben Bentil";21;"PF";"DAL";3;0;10;0;3;0;0;1;0;0;2;0;0;0;0;NA;0;2;2;0;0;0;1;1;0;-1,5;-0,15
"44";44;"Davis Bertans";24;"PF";"SAS";67;6;808;103;234;0,44017094017094;69;173;0,398843930635838;34;61;0,557377049180328;0,587606837606838;28;34;0,823529411764706;22;76;98;46;20;28;32;75;303;467,5;0,578589108910891
"45";45;"Patrick Beverley";28;"SG";"HOU";67;67;2058;228;543;0,419889502762431;110;288;0,381944444444444;118;255;0,462745098039216;0,521178637200737;73;95;0,768421052631579;95;298;393;281;99;25;100;222;639;1521;0,739067055393586
"46";46;"Bismack Biyombo";24;"C";"ORL";81;27;1793;179;339;0,528023598820059;0;0;NA;179;339;0,528023598820059;0,528023598820059;125;234;0,534188034188034;157;410;567;74;25;91;95;202;483;1184;0,660345789180145
"47";47;"Nemanja Bjelica";28;"PF";"MIN";65;1;1190;151;356;0,424157303370786;56;177;0,31638418079096;95;179;0,53072625698324;0,502808988764045;45;61;0,737704918032787;57;187;244;79;40;20;59;154;403;725;0,609243697478992
"48";48;"Tarik Black";25;"C";"LAL";67;16;1091;150;294;0,510204081632653;1;2;0,5;149;292;0,51027397260274;0,511904761904762;82;109;0,752293577981651;144;199;343;39;29;44;58;173;383;820,5;0,752062328139322
"49";49;"Eric Bledsoe";27;"PG";"PHO";66;66;2176;449;1034;0,434235976789168;104;310;0,335483870967742;345;724;0,476519337016575;0,484526112185687;388;458;0,847161572052402;52;268;320;418;91;31;224;164;1390;2040,5;0,937729779411765
"50";50;"Bojan Bogdanovic";27;"SF";"BRK, WAS";81;54;2083;376;845;0,444970414201183;144;392;0,36734693877551;232;453;0,512141280353201;0,530177514792899;217;243;0,893004115226337;37;240;277;111;34;7;131;146;1113;1203;0,57753240518483
"51";51;"Andrew Bogut";32;"C";"DAL, CLE";27;21;583;38;81;0,469135802469136;0;1;0;38;80;0,475;0,469135802469136;3;11;0,272727272727273;56;162;218;49;13;25;43;86;79;387,5;0,664665523156089
"52";52;"Joel Bolomboy";23;"PF";"UTA";12;0;53;9;16;0,5625;1;4;0,25;8;12;0,666666666666667;0,59375;3;6;0,5;4;13;17;2;1;2;2;1;22;42;0,792452830188679
"53";53;"Devin Booker";20;"SG";"PHO";78;78;2730;606;1431;0,423480083857442;147;405;0,362962962962963;459;1026;0,447368421052632;0,474842767295597;367;441;0,832199546485261;46;203;249;268;72;21;241;242;1726;1788,5;0,655128205128205
"54";54;"Trevor Booker";29;"PF";"BRK";71;43;1754;305;591;0,516074450084602;25;78;0,320512820512821;280;513;0,545808966861598;0,537225042301184;74;110;0,672727272727273;143;428;571;138;75;28;127;152;709;1418,5;0,808722919042189
"55";55;"Avery Bradley";26;"SG";"BOS";55;55;1835;359;775;0,463225806451613;108;277;0,389891696750903;251;498;0,504016064257028;0,532903225806452;68;93;0,731182795698925;65;269;334;122;68;11;88;141;894;1266;0,68991825613079
"56";56;"Corey Brewer";30;"SF";"HOU, LAL";82;11;1281;147;348;0,422413793103448;27;118;0,228813559322034;120;230;0,521739130434783;0,461206896551724;50;68;0,735294117647059;32;134;166;97;61;20;55;133;371;689,5;0,538251366120219
"57";57;"Malcolm Brogdon";24;"SG";"MIL";75;28;1982;290;635;0,456692913385827;78;193;0,404145077720207;212;442;0,479638009049774;0,518110236220472;109;126;0,865079365079365;47;166;213;317;84;12;113;140;767;1422,5;0,717709384460141
"58";58;"Aaron Brooks";32;"PG";"IND";65;0;894;121;300;0,403333333333333;48;128;0,375;73;172;0,424418604651163;0,483333333333333;32;40;0,8;18;51;69;125;25;9;66;93;322;492,5;0,55089485458613
"59";59;"Anthony Brown";24;"SF";"NOP, ORL";11;0;159;18;50;0,36;7;27;0,259259259259259;11;23;0,478260869565217;0,43;0;0;NA;8;25;33;8;5;1;6;15;43;80;0,50314465408805
"60";60;"Bobby Brown";32;"PG";"HOU";25;0;123;23;60;0,383333333333333;14;35;0,4;9;25;0,36;0,5;2;2;1;0;6;6;14;1;0;5;5;62;69,5;0,565040650406504
"61";61;"Jaylen Brown";20;"SF";"BOS";78;20;1341;192;423;0,453900709219858;46;135;0,340740740740741;146;288;0,506944444444444;0,508274231678487;85;124;0,685483870967742;45;175;220;64;35;18;68;142;515;720,5;0,537285607755406
"62";62;"Nicolas Brussino";23;"SF";"DAL";54;2;521;52;141;0,368794326241135;29;95;0,305263157894737;23;46;0,5;0,471631205673759;17;22;0,772727272727273;26;69;95;47;17;8;26;43;150;303;0,581573896353167
"63";63;"Reggie Bullock";25;"SF";"DET";31;5;467;54;128;0,421875;28;73;0,383561643835616;26;55;0,472727272727273;0,53125;5;7;0,714285714285714;13;51;64;29;18;3;10;22;141;253,5;0,542826552462527
"64";64;"Trey Burke";24;"PG";"WAS";57;0;703;116;255;0,454901960784314;31;70;0,442857142857143;85;185;0,459459459459459;0,515686274509804;22;29;0,758620689655172;7;40;47;100;11;5;48;54;285;398,5;0,566856330014225
"65";65;"Alec Burks";25;"SG";"UTA";42;0;653;99;248;0,399193548387097;25;76;0,328947368421053;74;172;0,430232558139535;0,449596774193548;60;78;0,769230769230769;17;103;120;30;18;5;35;50;283;364;0,557427258805513
"66";66;"Jimmy Butler";27;"SF";"CHI";76;75;2809;570;1252;0,455271565495208;91;248;0,366935483870968;479;1004;0,477091633466135;0,491613418530351;585;676;0,865384615384615;129;341;470;417;143;32;159;112;1816;2830;1,00747597009612
"67";67;"Bruno Caboclo";21;"SF";"TOR";9;0;40;6;16;0,375;2;6;0,333333333333333;4;10;0,4;0,4375;0;0;NA;5;5;10;4;2;1;2;4;14;31,5;0,7875
"68";68;"Jose Calderon";35;"PG";"LAL, ATL";41;13;539;55;134;0,41044776119403;20;64;0,3125;35;70;0,5;0,485074626865672;11;12;0,916666666666667;15;59;74;88;11;1;41;36;141;300,5;0,557513914656772
"69";69;"Kentavious Caldwell-Pope";23;"SG";"DET";76;75;2529;370;928;0,398706896551724;153;437;0,350114416475973;217;491;0,441955193482688;0,48114224137931;154;185;0,832432432432432;55;193;248;193;89;12;86;118;1047;1444;0,570976670620799
"70";70;"Isaiah Canaan";25;"SG";"CHI";39;0;592;63;173;0,364161849710983;25;94;0,265957446808511;38;79;0,481012658227848;0,436416184971098;30;33;0,909090909090909;6;44;50;37;22;1;21;35;181;255,5;0,431587837837838
"71";71;"Clint Capela";22;"C";"HOU";65;59;1551;362;563;0,642984014209592;0;0;NA;362;563;0,642984014209592;0,642984014209592;94;177;0,531073446327684;178;348;526;63;34;79;87;179;818;1469;0,947130883301096
"72";72;"DeMarre Carroll";30;"SF";"TOR";72;72;1882;220;550;0,4;109;320;0,340625;111;230;0,482608695652174;0,499090909090909;89;117;0,760683760683761;63;212;275;74;81;27;54;143;638;1021,5;0,542773645058448
"73";73;"Vince Carter";40;"SF";"MEM";73;15;1799;193;490;0,393877551020408;112;296;0,378378378378378;81;194;0,417525773195876;0,508163265306122;88;115;0,765217391304348;36;191;227;133;60;36;50;163;586;1027;0,570872707059477
"74";74;"Michael Carter-Williams";25;"PG";"CHI";45;19;846;112;306;0,366013071895425;15;64;0,234375;97;242;0,400826446280992;0,390522875816993;58;77;0,753246753246753;24;129;153;113;38;23;66;102;297;571,5;0,675531914893617
"75";75;"Omri Casspi";28;"SF";"SAC, NOP, MIN";36;2;643;77;164;0,469512195121951;15;43;0,348837209302326;62;121;0,512396694214876;0,515243902439024;17;29;0,586206896551724;27;85;112;37;23;3;29;50;186;330;0,513219284603421
"76";76;"Willie Cauley-Stein";23;"C";"SAC";75;21;1421;255;481;0,53014553014553;0;2;0;255;479;0,532359081419624;0,53014553014553;101;151;0,66887417218543;85;254;339;80;53;44;69;147;611;1070,5;0,753342716396904
"77";77;"Tyson Chandler";34;"C";"PHO";47;46;1298;153;228;0,671052631578947;0;0;NA;153;228;0,671052631578947;0,671052631578947;91;124;0,733870967741935;153;386;539;30;33;24;65;126;397;1002,5;0,772342064714946
"78";78;"Wilson Chandler";29;"SF";"DEN";71;33;2197;433;939;0,461128860489883;110;326;0,337423312883436;323;613;0,526916802610114;0,519701810436635;141;194;0,72680412371134;103;357;460;141;51;30;114;172;1117;1565;0,712335002275831
"79";79;"Marquese Chriss";19;"PF";"PHO";82;75;1743;284;632;0,449367088607595;72;224;0,321428571428571;212;408;0,519607843137255;0,506329113924051;113;181;0,624309392265193;96;252;348;60;67;70;108;263;753;1119;0,641996557659208
"80";80;"Rakeem Christmas";25;"PF";"IND";29;0;219;19;43;0,441860465116279;0;0;NA;19;43;0,441860465116279;0,441860465116279;21;29;0,724137931034483;26;30;56;4;3;6;8;37;59;122;0,557077625570776
"81";81;"Semaj Christon";24;"PG";"OKC";64;1;973;77;223;0,345291479820628;12;63;0,19047619047619;65;160;0,40625;0,37219730941704;17;31;0,548387096774194;19;68;87;130;28;7;43;79;183;443,5;0,455806783144913
"82";82;"Ian Clark";25;"SG";"GSW";77;0;1137;211;433;0,48729792147806;61;163;0,374233128834356;150;270;0,555555555555556;0,557736720554272;44;58;0,758620689655172;22;99;121;90;39;8;55;77;527;705;0,620052770448549
"83";83;"Jordan Clarkson";24;"SG";"LAL";82;19;2397;477;1071;0,445378151260504;117;356;0,328651685393258;360;715;0,503496503496504;0,5;134;168;0,797619047619048;49;197;246;213;88;8;164;150;1205;1451,5;0,605548602419691
"84";84;"Norris Cole";28;"PG";"OKC";13;0;125;16;52;0,307692307692308;3;13;0,230769230769231;13;39;0,333333333333333;0,336538461538462;8;10;0,8;0;11;11;14;8;0;7;18;43;65;0,52
"85";85;"Darren Collison";29;"PG";"SAC";68;64;2063;340;714;0,476190476190476;73;175;0,417142857142857;267;539;0,495361781076067;0,527310924369748;147;171;0,859649122807018;23;129;152;312;67;9;114;119;900;1412,5;0,684682501211827
"86";86;"Nick Collison";36;"PF";"OKC";20;0;128;14;23;0,608695652173913;0;1;0;14;22;0,636363636363636;0,608695652173913;5;8;0,625;9;22;31;12;2;2;4;17;33;86,5;0,67578125
"87";87;"Mike Conley";29;"PG";"MEM";69;68;2292;464;1009;0,45986124876115;171;419;0,408114558472554;293;590;0,496610169491525;0,544598612487612;316;368;0,858695652173913;31;210;241;433;92;19;156;126;1415;2149;0,93760907504363
"88";88;"Pat Connaughton";24;"SG";"POR";39;1;316;37;72;0,513888888888889;17;33;0,515151515151515;20;39;0,512820512820513;0,631944444444444;7;9;0,777777777777778;10;42;52;28;6;2;17;23;98;174,5;0,552215189873418
"89";89;"Quinn Cook";23;"PG";"DAL, NOP";14;0;188;33;66;0,5;11;26;0,423076923076923;22;40;0,55;0,583333333333333;2;5;0,4;1;6;7;26;4;0;13;13;79;102,5;0,545212765957447
"90";90;"DeMarcus Cousins";26;"C";"SAC, NOP";72;72;2465;647;1432;0,451815642458101;131;363;0,360881542699725;516;1069;0,482694106641721;0,497555865921788;517;670;0,771641791044776;152;642;794;332;100;93;269;278;1942;2855;1,15821501014199
"91";91;"Robert Covington";26;"SF";"PHI";67;67;2119;292;732;0,398907103825137;137;412;0,33252427184466;155;320;0,484375;0,492486338797814;143;174;0,82183908045977;92;344;436;102;127;69;131;203;864;1444,5;0,681689476168004
"92";92;"Allen Crabbe";24;"SG";"POR";79;7;2254;303;647;0,468315301391036;134;302;0,443708609271523;169;345;0,489855072463768;0,571870170015456;105;124;0,846774193548387;19;207;226;94;54;20;62;171;845;1111;0,492901508429459
"93";93;"Jamal Crawford";36;"SG";"LAC";82;1;2157;359;870;0,41264367816092;116;322;0,360248447204969;243;548;0,443430656934307;0,479310344827586;174;203;0,857142857142857;17;112;129;214;61;14;134;115;1008;1185,5;0,549605934167826
"94";94;"Jordan Crawford";28;"SG";"NOP";19;0;442;105;218;0,481651376146789;37;95;0,389473684210526;68;123;0,552845528455285;0,56651376146789;20;26;0,769230769230769;4;30;34;57;11;2;25;30;267;333,5;0,754524886877828
"95";95;"Jae Crowder";26;"SF";"BOS";72;72;2335;333;720;0,4625;157;394;0,398477157360406;176;326;0,539877300613497;0,571527777777778;176;217;0,811059907834101;48;367;415;155;73;23;80;161;999;1566;0,670663811563169
"96";96;"Dante Cunningham";29;"SF";"NOP";66;35;1649;174;359;0,484679665738162;71;181;0,392265193370166;103;178;0,578651685393258;0,583565459610028;16;27;0,592592592592593;56;221;277;37;39;28;28;100;435;794;0,481503941782899
"97";97;"Seth Curry";26;"PG";"DAL";70;42;2029;338;703;0,480796586059744;137;322;0,425465838509317;201;381;0,52755905511811;0,57823613086771;85;100;0,85;25;154;179;189;79;7;92;126;898;1265,5;0,623706259241005
"98";98;"Stephen Curry";28;"PG";"GSW";79;79;2638;675;1443;0,467775467775468;324;789;0,4106463878327;351;654;0,536697247706422;0,58004158004158;325;362;0,897790055248619;61;292;353;524;142;17;239;183;1999;2868;1,08718726307809
"99";99;"Troy Daniels";25;"SG";"MEM";67;3;1183;185;495;0,373737373737374;138;355;0,388732394366197;47;140;0,335714285714286;0,513131313131313;43;54;0,796296296296296;22;78;100;46;20;4;45;90;551;551,5;0,466187658495351
"100";100;"Anthony Davis";23;"C";"NOP";75;75;2708;770;1526;0,504587155963303;40;134;0,298507462686567;730;1392;0,524425287356322;0,517693315858453;519;647;0,802163833075734;172;712;884;157;94;167;181;168;2099;3101;1,14512555391433
"101";101;"Deyonta Davis";20;"C";"MEM";36;0;238;24;47;0,51063829787234;0;0;NA;24;47;0,51063829787234;0,51063829787234;10;18;0,555555555555556;20;40;60;2;3;17;8;40;58;140,5;0,590336134453782
"102";102;"Ed Davis";27;"PF";"POR";46;12;789;75;142;0,528169014084507;0;0;NA;75;142;0,528169014084507;0,528169014084507;50;81;0,617283950617284;96;148;244;26;15;22;37;137;200;495;0,627376425855513
"103";103;"Dewayne Dedmon";27;"C";"SAS";76;37;1330;161;259;0,621621621621622;0;0;NA;161;259;0,621621621621622;0,621621621621622;65;93;0,698924731182796;129;367;496;44;37;61;61;180;387;1046,5;0,786842105263158
"104";104;"Sam Dekker";22;"SF";"HOU";77;2;1419;203;429;0,473193473193473;60;187;0,320855614973262;143;242;0,590909090909091;0,543123543123543;38;68;0,558823529411765;94;190;284;76;38;21;41;83;504;895;0,630725863284003
"105";105;"Malcolm Delaney";27;"PG";"ATL";73;2;1248;145;388;0,373711340206186;26;110;0,236363636363636;119;278;0,428057553956835;0,407216494845361;75;93;0,806451612903226;10;113;123;193;39;1;95;112;391;664,5;0,532451923076923
"106";106;"Matthew Dellavedova";26;"PG";"MIL";76;54;1986;208;534;0,389513108614232;79;215;0,367441860465116;129;319;0,404388714733542;0,463483146067416;82;96;0,854166666666667;24;123;147;357;53;0;133;153;577;1120;0,563947633434038
"107";107;"Luol Deng";31;"SF";"LAL";56;49;1486;164;424;0,386792452830189;51;165;0,309090909090909;113;259;0,436293436293436;0,446933962264151;46;63;0,73015873015873;63;232;295;74;48;20;43;61;425;811;0,545760430686406
"108";108;"DeMar DeRozan";27;"SG";"TOR";74;74;2620;721;1545;0,466666666666667;33;124;0,266129032258065;688;1421;0,484166080225194;0,477346278317152;545;647;0,842349304482226;70;316;386;290;78;13;180;134;2020;2380;0,908396946564885
"109";109;"Cheick Diallo";20;"PF";"NOP";17;0;199;36;76;0,473684210526316;0;0;NA;36;76;0,473684210526316;0,473684210526316;15;21;0,714285714285714;23;50;73;4;4;7;7;17;87;164,5;0,826633165829146
"110";110;"Boris Diaw";34;"PF";"UTA";73;33;1283;146;327;0,446483180428135;20;81;0,246913580246914;126;246;0,51219512195122;0,477064220183486;26;35;0,742857142857143;46;112;158;170;18;9;87;83;338;644;0,50194855806703
"111";111;"Gorgui Dieng";27;"PF";"MIN";82;82;2653;332;661;0,502269288956127;16;43;0,372093023255814;316;618;0,511326860841424;0,514372163388805;136;167;0,81437125748503;188;459;647;158;88;95;107;254;816;1845;0,695439125518281
"112";112;"Spencer Dinwiddie";23;"PG";"BRK";59;18;1334;134;302;0,443708609271523;38;101;0,376237623762376;96;201;0,477611940298507;0,506622516556291;126;159;0,792452830188679;27;137;164;185;44;23;66;119;432;881;0,660419790104948
"113";113;"Toney Douglas";30;"PG";"MEM";24;0;394;43;117;0,367521367521368;7;42;0,166666666666667;36;75;0,48;0,397435897435897;24;29;0,827586206896552;13;48;61;56;18;5;21;50;117;261;0,66243654822335
"114";114;"Goran Dragic";30;"PG";"MIA";73;73;2459;534;1124;0,47508896797153;117;289;0,404844290657439;417;835;0,49940119760479;0,527135231316726;298;377;0,790450928381963;62;217;279;423;89;13;212;199;1483;2084,5;0,847702318015453
"115";115;"Andre Drummond";23;"C";"DET";81;81;2409;483;911;0,530186608122942;2;7;0,285714285714286;481;904;0,532079646017699;0,531284302963776;137;355;0,385915492957746;345;770;1115;90;124;89;152;237;1105;2371,5;0,984433374844334
"116";116;"Jared Dudley";31;"PF";"PHO";64;7;1362;157;346;0,453757225433526;77;203;0,379310344827586;80;143;0,559440559440559;0,565028901734104;43;65;0,661538461538462;31;194;225;121;42;16;73;154;434;781;0,573421439060206
"117";117;"Mike Dunleavy";36;"SF";"CLE, ATL";53;2;841;93;220;0,422727272727273;53;134;0,395522388059701;40;86;0,465116279069767;0,543181818181818;36;45;0,8;18;97;115;50;15;7;28;67;275;419;0,498216409036861
"118";118;"Kris Dunn";22;"PG";"MIN";78;7;1333;118;313;0,376996805111821;21;73;0,287671232876712;97;240;0,404166666666667;0,410543130990415;36;59;0,610169491525424;24;142;166;188;78;36;89;178;293;788;0,591147786946737
"119";119;"Kevin Durant";28;"SF";"GSW";62;62;2070;551;1026;0,537037037037037;117;312;0,375;434;714;0,607843137254902;0,594054580896686;336;384;0,875;39;474;513;300;66;99;138;117;1555;2480;1,19806763285024
"120";120;"Jarell Eddie";25;"SF";"PHO";5;0;62;6;19;0,315789473684211;4;16;0,25;2;3;0,666666666666667;0,421052631578947;8;9;0,888888888888889;1;6;7;0;1;0;1;1;24;24,5;0,395161290322581
